订单id,服务名称,服务内容,商家名称,商家ID,所属地区,所属经营单元,商家类型,合作商品渠道,合作商品类型,订单状态,签约模式,佣金状态,佣金策略,抽佣模式,所属行业,服务时间,服务时长,跟进人UID,跟进人昵称,跟进人岗位名称,订单取消原因
7423331658659137570,平台代运营服务,代运营,汉宫会客厅,7423325484382980137,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-09 ~ 2025-10-01,358天,161006933772791,禹州（龙）-周进,禹州BD,
7423328293421746230,平台代运营服务,代运营,麦客天烧烤,7421879514656573481,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-09 ~ 2025-10-08,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7423304710943213594,平台代运营服务,代运营,大碗麻辣烫,7423288750953826330,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-09 ~ 2025-10-08,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7423303124900710437,平台代运营服务,代运营,武氏足道,7331304943527135267,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-09 ~ 2025-10-08,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7423286173072263195,平台代运营服务,代运营,炫尚台球,7261112221709633599,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-09 ~ 2025-10-08,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,超时自动取消合作
7423287622377375753,平台代运营服务,代运营,中8台球,7288545433054349364,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-09 ~ 2025-10-08,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,超时自动取消合作
7423276968063289344,平台代运营服务,代运营,糊涂涂DIY手工坊,7420365038647429174,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-09 ~ 2025-10-08,365天,161006933772791,禹州（龙）-周进,禹州BD,
7423244058506922047,平台代运营服务,代运营,余记特色胡辣汤,7289645689792661561,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-09 ~ 2025-10-08,365天,617291016863258,禹州（龙）付禹博,禹州BD,
7423243902901815346,平台代运营服务,代运营,千宠宠物医院,7385864216932812815,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-09 ~ 2025-10-08,365天,7030138740922,禹州业务-孙帅兵,禹州运营岗,超时自动取消合作
7423241819385497650,平台代运营服务,代运营,牛鼎轩,7418407383837263935,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-09 ~ 2025-10-08,365天,3016700307183709,范萌珠,禹州BD,服务商取消了本次合作
7423227954874353700,平台代运营服务,代运营,牛小串(禹州二店),7208046000240330811,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-09 ~ 2025-10-08,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7423227440283961370,平台代运营服务,代运营,鄢陵县槐店人火锅餐饮店（个体工商户）,7325638817979828239,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-09 ~ 2025-10-08,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7423197737295890441,平台代运营服务,代运营,清真俊伟饸饹面,7419258956255725580,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-09 ~ 2025-10-08,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7423116808825587748,平台代运营服务,代运营,永泓家庭农场(鄢陵县店),7152042759895910431,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-09 ~ 2025-10-01,358天,594189119140639,主账号,owner,
7423116847556003855,平台代运营服务,代运营,鄢陵县苁黛化妆品店（个体工商户）,7420039591678101519,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单取消,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-09 ~ 2025-10-08,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,该订单已超过服务开始时间
7422975300182509594,平台代运营服务,代运营,健康管理中心,7252267180925716517,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-10-08 ~ 2025-10-05,363天,552387276712204,王朝飞,操盘手,
7422971483474216986,平台代运营服务,代运营,温州骨里香熟食城(建设街店),7422935506599561256,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-01,359天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7422959741645096979,平台代运营服务,代运营,摇滚炒鸡(陶瓷城西路店),7422857789132785727,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,3016700307183709,范萌珠,禹州BD,超时系统自动解约
7422957992842102795,平台代运营服务,代运营,渝坎坎重庆老火锅(翠微路店),7363075021352339466,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,商户取消了本次合作
7422953547870341146,平台代运营服务,代运营,胡筒里,7419613171738052645,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-08 ~ 2025-10-01,359天,42234682544713,禹州（龙）-宋明阳,禹州BD,
7422947248152299571,平台代运营服务,代运营,开元国际饭店,7197258576413329446,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,酒旅行业,2024-10-08 ~ 2025-10-07,365天,552387276712204,王朝飞,操盘手,
7422945185245661219,平台代运营服务,代运营,襄城县耿姐美容美发馆（个体工商户）,7422931142178768932,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-08 ~ 2025-10-07,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7422936739104639027,平台代运营服务,代运营,吉欣私厨,7422934030066223158,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,超时系统自动解约
7422928956380907546,平台代运营服务,代运营,禹州市萨尔小吃服务店（个体工商户）,7336858868141525019,许昌市-禹州市,许昌2区（新）,总部账户,,,订单取消,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,3016700307183709,范萌珠,禹州BD,该订单已超过服务开始时间
7422929732532242444,平台代运营服务,代运营,美宜佳生活超市(家之缘时尚酒店),7422933404036941876,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-进场零售行业,2024-10-08 ~ 2025-10-05,363天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7422926559306090530,平台代运营服务,代运营,广东石磨肠粉,7250683150366410786,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,商户取消了本次合作
7422916566817900563,平台代运营服务,代运营,鄢陵县甲众餐饮店（个体工商户）,7200263981573867535,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,超时自动取消合作
7422915625628665907,平台代运营服务,代运营,御德生鲜,7422550924738742298,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,商户取消了本次合作
7422914791762741282,平台代运营服务,代运营,乡村爆肚面,7361389295510259775,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7422900341408172082,平台代运营服务,代运营,小海家炒饼丝炒方便面蛋炒饭,7422866772954466313,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,161006933772791,禹州（龙）-周进,禹州BD,
7422883214576404530,平台代运营服务,代运营,亚非老式扣碗,7422200393993701388,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,3016700307183709,范萌珠,禹州BD,该订单因异常原因已被取消
7422852559222212618,平台代运营服务,代运营,慕雅皮肤管理,7389530167191799823,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-08 ~ 2025-10-07,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7422846357976959002,平台代运营服务,代运营,禹州市希堤酒店管理有限公司,7411466241883293735,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,酒旅行业,2024-10-08 ~ 2025-10-07,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,超时自动取消合作
7422841050861537319,平台代运营服务,代运营,安康火锅,7421743929034360844,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-08 ~ 2025-10-07,365天,1250604322671715,襄县（龙）黄炬,襄县BD,
7422538585192024116,平台代运营服务,代运营,赵大板海鲜烧烤,7422251731758925865,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-07 ~ 2025-10-06,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7422375891462195235,平台代运营服务,代运营,许昌魏都汉魏柴火味道饭店,7163873883341359140,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-07 ~ 2025-10-06,365天,1192310341384376,许昌（凤）-袁飞,许昌总部运营岗,服务商取消了本次合作
7422219076980213795,平台代运营服务,代运营,星睿台球俱乐部,7417122099053037604,许昌市-襄城县,许昌2区（新）,总部账户,,,订单取消,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-06 ~ 2025-10-05,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,该订单已超过服务开始时间
7422204214376695862,平台代运营服务,代运营,晨晨秘制砂锅,7422216006032050213,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-06 ~ 2025-10-01,361天,42234682544713,禹州（龙）-宋明阳,禹州BD,
7422200586453764148,平台代运营服务,代运营,襄城县玉璟保健服务店（个体工商户）,7422208688821143590,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-06 ~ 2025-10-05,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,商户取消了本次合作
7422193643638769679,平台代运营服务,代运营,发四喜棋牌娱乐,7422195569861642303,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-06 ~ 2025-10-05,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7422184949857404954,平台代运营服务,代运营,生鲜冻品食材,7416977354641426444,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-06 ~ 2025-10-05,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7422174281121171468,平台代运营服务,代运营,大西洋眼镜(南关店),7419566079616862235,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-06 ~ 2025-10-01,361天,42234682544713,禹州（龙）-宋明阳,禹州BD,商户取消了本次合作
7422161392070821922,平台代运营服务,代运营,娟子美甲美睫(禹州市第二人民医院店),7422169693760391179,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-06 ~ 2025-10-02,362天,42234682544713,禹州（龙）-宋明阳,禹州BD,
7422155836505950246,平台代运营服务,代运营,伍福,7421825269084588095,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-06 ~ 2025-10-05,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7422144747857086516,平台代运营服务,代运营,重庆酸辣粉,7421838473239250985,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-06 ~ 2025-10-01,361天,42234682544713,禹州（龙）-宋明阳,禹州BD,
7422144747856922676,平台代运营服务,代运营,LF美发店,7405860758547892263,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-06 ~ 2025-10-05,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7422118202245564451,平台代运营服务,代运营,香酥牛奶棒,7309309803824678952,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-06 ~ 2025-10-05,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7422105562812024872,平台代运营服务,代运营,审美造型(商业街店),7384688558361151507,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-06 ~ 2025-10-05,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7422015658332096563,平台代运营服务,代运营,禹州市强磊美发店（个体工商户）,7419150859814045723,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-06 ~ 2025-10-04,364天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7421837837601097791,平台代运营服务,代运营,老家地锅(襄城一分店),7238604297485682748,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7421839801999525897,平台代运营服务,代运营,DW美妆折扣仓,7420320759735797810,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-进场零售行业,2024-10-05 ~ 2025-10-04,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,商户取消了本次合作
7421841522053728290,平台代运营服务,代运营,小蘑菇烤肉(凤凰路店),7174026416273492004,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,超时自动取消合作
7421833500989556774,平台代运营服务,代运营,禹州市艺萱快餐店（个体工商户）,7421442555604174886,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,商户取消了本次合作
7421818778206734374,平台代运营服务,代运营,九里巷卤肉,7421739346878810138,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,
7421813713688594471,平台代运营服务,代运营,禹州市禧尚餐饮店（个体工商户）,7421823113173813287,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,42234682544713,禹州（龙）-宋明阳,禹州BD,
7421790994353276954,平台代运营服务,代运营,小马哥爆肚,7416654215319259171,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7421788487864748070,平台代运营服务,代运营,甲小仙美甲美睫,7413716113290250292,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-05 ~ 2025-10-04,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,商户取消了本次合作
7421746672478554151,平台代运营服务,代运营,河南小背篓餐饮管理有限公司,7104482439073892360,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,7030138740922,禹州业务-孙帅兵,禹州运营岗,超时自动取消合作
7421749314362001434,平台代运营服务,代运营,椒麻小面(颍河大街店),7415890660559046668,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,617291016863258,禹州（龙）付禹博,禹州BD,
7421749312834701338,平台代运营服务,代运营,宋五嫂鸡柳卷饼(迎宾路店),7392896702603708416,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7421688715258890266,平台代运营服务,代运营,周记老式烩菜小扣碗,7421442555604174886,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-05 ~ 2025-10-04,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,商户取消了本次合作
7421633844438255651,平台代运营服务,代运营,超惠购超级折扣店(灵发店),7421454612705691683,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-进场零售行业,2024-10-05 ~ 2025-10-04,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,服务商取消了本次合作
7421633895059392548,平台代运营服务,代运营,凯莱家宴大酒店,7133838658821589004,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-17 ~ 2025-10-16,365天,3028479177409486,禹州（龙）-田纪云,禹州运营岗,
7421444334489946121,平台代运营服务,代运营,8090成都2毛串串火锅,7420310837133314067,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-04 ~ 2025-10-03,365天,3016700307183709,范萌珠,禹州BD,该订单因异常原因已被取消
7421433933445629989,平台代运营服务,代运营,禹州市美奇丝理发店,7181385857536886824,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-04 ~ 2025-10-03,365天,2007087309661498,禹州（龙）杨双雨,禹州BD,
7421433823048697883,平台代运营服务,代运营,每天一头牛,7364764442611796009,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-04 ~ 2025-10-01,363天,552387276712204,王朝飞,操盘手,超时自动取消合作
7421364802919139337,平台代运营服务,代运营,喜理,7421145315031435304,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-丽人行业,2024-10-04 ~ 2025-10-03,365天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7421352427456612403,平台代运营服务,代运营,迷美造型,7421379981596559372,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-04 ~ 2025-10-03,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7421352024677664831,平台代运营服务,代运营,烩面啤酒鸭(襄城总店),7234083684830152739,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-04 ~ 2025-10-03,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7421332536271751231,平台代运营服务,代运营,豫约汉服体验馆,7363433336910972968,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-10-04 ~ 2025-10-03,365天,7030138740922,禹州业务-孙帅兵,禹州运营岗,超时自动取消合作
7421359016847263753,平台代运营服务,代运营,阳光公寓王牌桌球,7420333691665844264,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-04 ~ 2025-10-03,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7421347768553261066,平台代运营服务,代运营,塔吉滋中国汉堡,7416985203438012468,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-04 ~ 2025-10-03,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7421262713584142388,平台代运营服务,代运营,杨小牛烤肉,7148799956017481736,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-04 ~ 2025-10-03,365天,594189119140639,主账号,owner,
7421262713584044084,平台代运营服务,代运营,巷子人家(塔东店),7420689256571504679,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-04 ~ 2025-10-03,365天,1389428445036670,王战洋,操盘手,商户取消了本次合作
7420813057850591269,平台代运营服务,代运营,生鲜账户,7311166731584686115,许昌市-鄢陵县,许昌2区（新）,区域账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-02 ~ 2025-10-01,365天,1389428445036670,王战洋,操盘手,商户取消了本次合作
7420743403679565851,平台代运营服务,代运营,仁和熏蒸康,7417381062210226228,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-02 ~ 2025-10-01,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7420703581550577698,平台代运营服务,代运营,少儿成长趣味游乐园,7399579465401075731,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-10-02 ~ 2025-09-27,361天,552387276712204,王朝飞,操盘手,超时自动取消合作
7420638423358556200,平台代运营服务,代运营,金坐标电竞酒店,7419246291418253362,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,酒旅行业,2024-10-02 ~ 2025-09-30,364天,1389428445036670,王战洋,操盘手,
7420630349237307432,平台代运营服务,代运营,馬飞麻椒鸡,7418932897824753718,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-02 ~ 2025-09-27,361天,552387276712204,王朝飞,操盘手,超时自动取消合作
7420626685644261391,平台代运营服务,代运营,禹州市芮嘉美容美甲工作室（个体工商户）,7420337634456733759,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-10-02 ~ 2025-10-01,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7420585690847266856,平台代运营服务,代运营,禹州市水之梦保健服务店（个体工商户）,7418492619593877519,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-10-02 ~ 2025-09-30,364天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7420521099928651826,平台代运营服务,代运营,酱少侠自助骨头火锅,7419992587597056054,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-02 ~ 2025-10-01,365天,161006933772791,禹州（龙）-周进,禹州BD,
7420521234142038051,平台代运营服务,代运营,许昌市魏都区号外别院饭店,7043633859463743524,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-10-02 ~ 2025-10-01,365天,1389428445036670,王战洋,操盘手,超时自动取消合作
7420426790251792447,平台代运营服务,代运营,壹号搓背馆,7414449946727401509,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-10-01 ~ 2025-09-30,365天,831680486585357,许昌（凤）-王博,许昌总部运营岗,
7420383023201994791,平台代运营服务,代运营,雨霖小镇,7224461375211309056,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-10-01 ~ 2025-09-30,365天,552387276712204,王朝飞,操盘手,商户取消了本次合作
7420376026038585359,平台代运营服务,代运营,馋味羊麻辣羊蹄羊头,7419960039659538484,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-01 ~ 2025-09-30,365天,161006933772791,禹州（龙）-周进,禹州BD,
7420345108438140938,平台代运营服务,代运营,禹州市马拉餐饮店（个体工商户）,7420326315720591411,,,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-01 ~ 2025-09-30,365天,552387276712204,王朝飞,操盘手,商户取消了本次合作
7420334057907128355,平台代运营服务,代运营,鄢陵县御德餐饮服务中心,7286674745506924544,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-10-01 ~ 2025-09-30,365天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,
